,Date,Precipitation,Precipitation_(-1d),Precipitation_(-7d),Volumetric Soil moisture,2m_Temp,surface_runoff,snowmelt,snow_albedo,snow_depth,P_evaporation,2m_temperature,lai_hv,lai_lv,volumetric_soil_water_layer_1,volumetric_soil_water_layer_2,Discharge,Evaporation,Sat_Area,Real time storage
540,3/10/2022,0,0,0,0.028261885,9.92169929,2.17E-07,5.88E-06,0.856827466,0.000134922,0,289.6502644,2.343149348,0.52817866,0.043431964,0.025901567,272,134.820723,33.68876824,225472
541,3/11/2022,0,0,8.802,0.02576141,7.499936369,0,3.56E-06,0.839743703,2.02E-05,0,288.1093149,2.343149348,0.52817866,0.040992116,0.027014245,327,135.043183,33.8589,226050
542,3/18/2022,0,0,0,0.036179066,9.514137119,0,0,0.880004346,0.00E+00,0,288.2551065,2.343381297,0.528844453,0.04199812,0.025127055,201,190.79697,33.89756824,231130
543,4/12/2022,0,0,0,0.016358599,18.50276509,0,0,0.880004227,0,0,297.7376896,2.34512819,0.534232696,0.022521046,0.024273153,36.4,324.946347,34.8849,245059
544,4/28/2022,0,1.436,0,0.019464344,20.56718798,0,0,0.880004227,0,0,301.6248927,2.345376579,0.536089641,0.022391935,0.019794995,865,331.848907,35.28337412,253415
545,5/14/2022,0,0,0,0.026421681,23.23663112,0,0,0.880000345,0,0,301.9984546,2.345295738,0.537337328,0.028800907,0.014319026,474,308.666575,36.33007412,264856
546,6/7/2022,0,0,0,0.025522977,29.62067315,0,0,0.880000281,0,0,308.1419941,2.34531102,0.537413089,0.035500922,0.015321724,0,339.515283,33.66154235,228040
547,6/15/2022,0,0,0,0.024563134,28.40816491,0,0,0.880000281,0,0,308.6435403,2.34531102,0.537413089,0.030897867,0.017303584,0,274.383842,30.77527412,197512
548,7/1/2022,0,0,0,0.033006087,27.44543135,0,0,0.880004764,8.67E-19,0,306.7618878,2.346097458,0.540444259,0.051205746,0.04512981,706,182.03444,26.27054824,151944
549,7/9/2022,5.734,0,3.836,0.037047207,28.43130823,0,0,0.880001109,8.67E-19,0,304.4653803,2.346458201,0.541975572,0.0488535,0.04327219,183,120.592022,25.04294824,136271
550,7/17/2022,0,0,0,0.029753625,31.15190956,0,0,0.879997454,8.67E-19,0,308.8083419,2.346909131,0.544053783,0.042602626,0.041784041,24.2,197.730108,22.41401647,110064
551,7/25/2022,3.17,0,0,0.044652596,27.87444495,0,0,0.879997454,8.67E-19,0,306.8560014,2.347630619,0.547553928,0.042907547,0.040008526,0,148.54644,19.22174824,93945
552,8/9/2022,15.671,11.486,4.301,0.038924098,27.62603947,0,0,0.879997194,0,0,302.5777799,2.348861807,0.554138899,0.044525625,0.040460794,806,100.199855,20.28554824,76358
553,8/10/2022,8.844,15.671,10.499,0.050845727,26.06151203,1.12E-05,0,0.880002439,0,0,297.9029891,2.349039314,0.554524368,0.07771529,0.04042919,695,76.0920533,19.58984824,76031
554,9/2/2022,0,6.152,0,0.028812125,24.11886929,0,0.00E+00,0.880000291,8.67E-19,0,301.2869685,2.349404709,0.556630862,0.036717222,0.101476309,326,106.683068,19.29464824,97042
555,9/3/2022,0,0,0,0.02438584,25.76424175,0,0.00E+00,0.880000291,8.67E-19,0,303.5029416,2.349404709,0.556630862,0.028974937,0.098947065,267,107.175612,19.21094824,97765
556,9/10/2022,8.753,0,0,0.004504234,26.35900645,0,0.00E+00,0.880000291,8.67E-19,0,305.0455569,2.349404709,0.556630862,0.014294211,0.089297338,8.99,103.58733,19.12814824,100989
557,9/27/2022,0,8.655,6.428,0.03230913,22.4956361,9.00E-07,0.00E+00,0.880000291,8.67E-19,0,297.7950418,2.347814446,0.548879605,0.048753725,0.082948833,299,117.807433,20.05151647,104881
558,10/12/2022,0,0,0,0.23942752,16.51742814,0,0,0.879998674,0,0,295.1651357,2.345699413,0.539289241,0.23358036,0.191015786,295,101.730866,22.54901647,122460
559,10/13/2022,0,0,0,0.19309214,17.27044039,0,0,0.880004168,0,0,297.1746179,2.345618345,0.538695037,0.184151727,0.187479125,249,99.21415,22.55261647,123759
560,10/20/2022,0,0,0,0.22689453,13.00146497,0,0,0.879998674,0,0,292.0809986,2.344969802,0.535971604,0.17626496,0.184673179,384,100.368613,23.83061647,131706
561,10/21/2022,0,0,8.694,0.19371572,14.82617778,0,0,0.879998674,0,0,292.6676982,2.344969802,0.535624986,0.142473521,0.181682119,322,100.990978,23.74691647,132837
562,10/28/2022,0,7.822,0,0.06469315,8.749957978,0,0,0.866078195,2.81E-05,0,282.9064295,2.344321258,0.533545273,0.065105598,0.170390136,162,96.6793275,24.75131647,138104
563,10/29/2022,0,0,46.509,0.06185031,10.65227669,0,9.47E-08,0.863924751,1.51E-05,0,288.0022111,2.344321258,0.533248171,0.063354149,0.16918202,144,93.39967,24.60304235,138842
564,11/6/2022,0,0,0,0.041540742,13.0074859,8.67E-19,2.17E-19,0.880004287,2.78E-17,0,289.3740041,2.343857254,0.530955747,0.050272378,0.161331834,437,103.36746,25.39616824,145273
565,11/14/2022,0,0,0,0.032296896,8.88801906,8.67E-19,2.17E-19,0.87999892,2.78E-17,0,288.4090117,2.343238843,0.528482274,0.036588967,0.154805161,475,64.8211842,26.4933,153313
566,11/21/2022,0,0,0,0.03590396,5.199592184,8.67E-19,2.17E-19,0.859722283,2.78E-17,0.00E+00,282.1374257,2.343161541,0.527344476,0.038209371,0.150036815,880,43.4987117,27.48956824,162900
567,11/29/2022,0,5.329,0,0.03315282,9.575192099,8.67E-19,1.24E-06,0.809417117,0.000395795,0.00E+00,286.4496275,2.343161541,0.526305618,0.037637464,0.137390764,830,74.855655,28.71896824,177225
568,12/8/2022,0,0,0,0.032413065,9.151465501,0.00E+00,0,0.879998793,0,0.00E+00,286.7269051,2.343131402,0.525104858,0.074388917,0.13123866,859,57.0280317,30.53463529,194869
569,12/15/2022,0,0,0,0.007921755,3.122297702,0.00E+00,0,0.873747211,0.000132896,0.00E+00,280.4316961,2.343131402,0.524118468,0.024900846,0.127819231,826,87.2603025,32.27824235,209185
570,12/16/2022,0,0,0,0.004913837,2.833449782,0.00E+00,0,0.870445628,0.000127784,0.00E+00,281.2473371,2.343131402,0.523822551,0.022796085,0.127694012,701,55.36188,31.99406824,210684
571,12/24/2022,0,0,0,0.018804058,1.352895406,0.00E+00,0,0.862518533,8.18E-05,0.00E+00,276.3087555,2.342520695,0.521356575,0.016335201,0.115403331,342,52.051615,32.5989,219335
572,1/8/2023,0,0,6.506,0.010179088,6.919323431,0,2.17E-19,0.857118384,0,0.00E+00,285.2116084,2.341566694,0.516794456,0.016093428,0.084865874,428,59.79666,34.02176824,237902
573,2/1/2023,0,0,0,0.001355827,5.545807728,0,3.19E-06,0.794300381,0.000402033,0,285.3267006,2.342136875,0.522072661,0.02548481,0.04850543,355,84.6870267,35.99456824,262309
574,2/2/2023,0,0,0,0.00E+00,5.271491025,0,2.30E-06,0.787081948,0.000244989,0,284.2305088,2.342290811,0.522523544,0.024329512,0.047103477,345,111.346743,35.94146824,263126
575,2/9/2023,0,0,0,0.002452172,5.864383635,0,0,0.875636851,0.000207298,0,285.9099238,2.34275262,0.525629628,0.013435054,0.041432889,364,85.8593867,36.5778,268796
576,2/10/2023,0,0,0,0.003315456,1.487552476,0,0,0.874615063,0.000188453,0,278.5332104,2.342906556,0.526080511,0.014717435,0.041307341,377,86.0080667,36.39146824,269624
577,3/29/2023,0,0,0,0.012375057,12.16511765,0,0,0.879999278,0,0,289.1160446,2.344231777,0.531200336,0.031630955,0.02511691,468,461.48074,41.01791647,327903
578,4/6/2023,0,0,0,0.007654876,10.62231128,0.00E+00,0,0.879998436,0,0,285.7120902,2.344714207,0.532943151,0.020074235,0.021355009,366,247.316767,41.80564235,336412
579,4/15/2023,0,0,0,0.008780755,15.24911318,0.00E+00,0,0.879998436,0,0,294.456755,2.345376579,0.53490326,0.020133362,0.021076039,2010,328.904637,42.0426,350349
580,4/30/2023,0,0,0,0.014525063,20.83745642,0.00E+00,0,0.880003929,0,0,297.7084952,2.345376579,0.536192805,0.028671277,0.020425107,2680,354.475625,46.05704824,422931
581,5/9/2023,0,0,0.966,0.014666215,22.66884291,0,0,0.879998912,0,0,302.2801832,2.345295738,0.536919898,0.027796153,0.019253918,3220,227.644025,48.05684824,466491
